bookId,Book,Author,Genres
5679,"Dauntless (The Lost Fleet, #1)",Jack Campbell,"['Science Fiction', 'Space Opera', 'Fiction', 'Military Fiction', 'Military Science Fiction', 'Space', 'War']"
5680,Terra Nostra,Carlos Fuentes,"['Fiction', 'Historical Fiction', 'Spanish Literature', 'Literature', 'Latin American', 'Novels', 'Classics']"
5681,Tales Of Pirx The Pilot,Stanisław Lem,"['Science Fiction', 'Fiction', 'Short Stories', 'Polish Literature', 'Classics', 'Humor', 'Fantasy']"
5682,Patton: A Genius for War,Carlo D'Este,"['Biography', 'History', 'Nonfiction', 'Military Fiction', 'Military History', 'World War II', 'War']"
5683,"The Secret History of the Pink Carnation (Pink Carnation, #1)",Lauren Willig,"['Historical Fiction', 'Romance', 'Mystery', 'Fiction', 'Historical', 'Historical Romance', 'Chick Lit']"
5684,A View from the Bridge: A Play in Two Acts,Arthur  Miller,"['Plays', 'Classics', 'Drama', 'Fiction', 'Theatre', 'School', 'Literature']"
5685,90 Minutes in Heaven: A True Story of Death and Life,Don Piper,"['Christian', 'Nonfiction', 'Religion', 'Spirituality', 'Biography', 'Memoir', 'Inspirational']"
5686,Blackmoore,Julianne Donaldson,"['Romance', 'Historical Fiction', 'Historical Romance', 'Regency', 'Historical', 'Fiction', 'Clean Romance']"
5687,"The Tombs of Atuan (Earthsea Cycle, #2)",Ursula K. Le Guin,"['Fantasy', 'Fiction', 'Young Adult', 'Classics', 'Science Fiction Fantasy', 'Magic', 'High Fantasy']"
5688,Little Lord Fauntleroy,Frances Hodgson Burnett,"['Classics', 'Fiction', 'Childrens', 'Historical Fiction', 'Young Adult', '19th Century', 'Middle Grade']"
5689,"After You (Me Before You, #2)",Jojo Moyes,"['Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Audiobook', 'Adult', 'Adult Fiction']"
5690,Self Matters: Creating Your Life from the Inside Out,Phillip C. McGraw,"['Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Inspirational', 'Health', 'Education']"
5691,Leo Tolstoy's War and Peace,Harold Bloom,"['Literary Criticism', 'Literature', 'Historical Fiction', 'Classics', 'Russian Literature']"
5692,"The Prisoner of Cell 25 (Michael Vey, #1)",Richard Paul Evans,"['Young Adult', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Middle Grade', 'Teen']"
5693,The Little White Horse,Elizabeth Goudge,"['Fantasy', 'Classics', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Historical Fiction']"
5694,"Ada, or Ardor: A Family Chronicle",Vladimir Nabokov,"['Fiction', 'Classics', 'Russia', 'Literature', 'Novels', 'Russian Literature', 'Romance']"
5695,Thinking in Pictures: My Life with Autism,Temple Grandin,"['Nonfiction', 'Autistic Spectrum Disorder', 'Memoir', 'Psychology', 'Biography', 'Science', 'Autobiography']"
5696,"Ascend (Trylle, #3)",Amanda Hocking,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Paranormal Romance', 'Fiction', 'Magic']"
5697,Trifles,Susan Glaspell,"['Plays', 'Drama', 'Classics', 'School', 'Fiction', 'Read For School', 'Feminism']"
5698,Unfu*k Yourself: Get Out of Your Head and Into Your Life,Gary John Bishop,"['Self Help', 'Nonfiction', 'Audiobook', 'Personal Development', 'Psychology', 'Mental Health', 'Business']"
5699,Until I Find You,John Irving,"['Fiction', 'Contemporary', 'Literature', 'Literary Fiction', 'Novels', 'American', 'Coming Of Age']"
5700,"Tennis Shoes Among the Nephites (Tennis Shoes, #1)",Chris Heimerdinger,"['Lds', 'Lds Fiction', 'Fantasy', 'Young Adult', 'Fiction', 'Religion', 'Historical Fiction']"
5701,Salt: A World History,Mark Kurlansky,"['History', 'Nonfiction', 'Food', 'Science', 'Historical', 'Microhistory', 'World History']"
5702,"Sundiver (The Uplift Saga, #1)",David Brin,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Mystery', 'Fantasy', 'Aliens']"
5703,"Heat Wave (Nikki Heat, #1)",Richard Castle,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Romance', 'Mystery Thriller', 'Adult']"
5704,The Demolished Man,Alfred Bester,"['Science Fiction', 'Fiction', 'Classics', 'Mystery', 'Hugo Awards', 'Science Fiction Fantasy', 'Crime']"
5705,"Bright Lights, Big City",Jay McInerney,"['Fiction', 'New York', 'Classics', 'Novels', 'Contemporary', 'American', 'Literary Fiction']"
5706,Dear and Glorious Physician,Taylor Caldwell,"['Historical Fiction', 'Fiction', 'Religion', 'Historical', 'Classics', 'Christian', 'Christian Fiction']"
5707,Shibumi,Trevanian,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Japan', 'Mystery Thriller', 'Adventure']"
5708,Drowning Ruth,Christina Schwarz,"['Fiction', 'Mystery', 'Historical Fiction', 'Contemporary', 'Adult Fiction', 'Adult', 'Historical']"
5709,The Complete Sherlock Holmes: Volume II,Arthur Conan Doyle,"['Classics', 'Mystery', 'Fiction', 'Short Stories', 'Crime', 'Detective', 'Literature']"
5710,"Son of the Shadows (Sevenwaters, #2)",Juliet Marillier,"['Fantasy', 'Romance', 'Historical Fiction', 'Fiction', 'Historical', 'Magic', 'Historical Fantasy']"
5711,City of Shadows,Ariana Franklin,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Historical Mystery', 'Germany', 'Thriller']"
5712,Ship of Fools,Katherine Anne Porter,"['Fiction', 'Classics', 'Historical Fiction', 'Novels', 'Literature', 'American', 'Literary Fiction']"
5713,Tweak: Growing Up On Methamphetamines,Nic Sheff,"['Nonfiction', 'Memoir', 'Biography', 'Mental Health', 'Biography Memoir', 'Audiobook', 'Psychology']"
5714,I Am the Cheese,Robert Cormier,"['Young Adult', 'Fiction', 'Mystery', 'Classics', 'Teen', 'School', 'Thriller']"
5715,The Story of an Hour,Kate Chopin,"['Short Stories', 'Classics', 'Fiction', 'School', 'Feminism', 'Read For School', 'American']"
5716,Paradise Lost and Paradise Regained,John Milton,"['Classics', 'Poetry', 'Fiction', 'Literature', 'Religion', 'Philosophy', 'Fantasy']"
5717,Escape from Warsaw,Ian Serraillier,"['Historical Fiction', 'Fiction', 'Childrens', 'Young Adult', 'Classics', 'War', 'Historical']"
5718,"The Noticer: Sometimes, All a Person Needs Is a Little Perspective",Andy Andrews,"['Fiction', 'Self Help', 'Inspirational', 'Personal Development', 'Philosophy', 'Faith', 'Leadership']"
5719,Waylander (The Drenai Saga #3),David Gemmell,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Heroic Fantasy', 'High Fantasy', 'Adventure', 'Sword and Sorcery']"
5720,Memórias Póstumas de Brás Cubas,Machado de Assis,"['Classics', 'Fiction', 'Brazil', 'Literature', 'Romance', 'Novels', 'Portuguese Literature']"
5721,Love Letters to the Dead,Ava Dellaira,"['Young Adult', 'Contemporary', 'Fiction', 'Romance', 'Realistic Fiction', 'Coming Of Age', 'Mental Health']"
5722,Behold the Man,Michael Moorcock,"['Science Fiction', 'Fiction', 'Time Travel', 'Fantasy', 'Religion', 'Historical Fiction', 'Alternate History']"
5723,"Locke & Key, Vol. 1: Welcome to Lovecraft",Joe Hill,"['Graphic Novels', 'Comics', 'Horror', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Mystery']"
5724,The Sculptress,Minette Walters,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'British Literature']"
5725,Nice Girls Don't Get the Corner Office: 101 Unconscious Mistakes Women Make That Sabotage Their Careers,Lois P. Frankel,"['Nonfiction', 'Business', 'Self Help', 'Feminism', 'Leadership', 'Personal Development', 'Womens']"
5726,"Children of God (The Sparrow, #2)",Mary Doria Russell,"['Science Fiction', 'Fiction', 'Religion', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Aliens']"
5727,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,"['Romance', 'Paranormal', 'Vampires', 'Paranormal Romance', 'Fantasy', 'Urban Fantasy', 'Adult']"
5728,"The Dreaming Void (Void, #1)",Peter F. Hamilton,"['Science Fiction', 'Space Opera', 'Fiction', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Space']"
5729,The Guardian,Nicholas Sparks,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'Adult', 'Contemporary Romance', 'Adult Fiction']"
5730,Of Love and Shadows,Isabel Allende,"['Fiction', 'Historical Fiction', 'Romance', 'Magical Realism', 'Spanish Literature', 'Latin American', 'Novels']"
5731,"Stone of Farewell (Memory, Sorrow, and Thorn, #2)",Tad Williams,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Young Adult']"
5732,Ordinary Grace,William Kent Krueger,"['Fiction', 'Mystery', 'Historical Fiction', 'Coming Of Age', 'Audiobook', 'Book Club', 'Literary Fiction']"
5733,"The Late Show (Renée Ballard, #1; Harry Bosch Universe, #29)",Michael Connelly,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Audiobook', 'Mystery Thriller', 'Suspense']"
5734,"Now We Are Six (Winnie-the-Pooh, #4)",A.A. Milne,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Fantasy', 'Animals', 'Childrens Classics']"
5735,The Plague Dogs,Richard  Adams,"['Fiction', 'Fantasy', 'Animals', 'Dogs', 'Classics', 'Adventure', 'Animal Fiction']"
5736,The Holographic Universe,Michael Talbot,"['Science', 'Nonfiction', 'Philosophy', 'Physics', 'Spirituality', 'Metaphysics', 'Psychology']"
5737,This Is Not My Hat,Jon Klassen,"['Picture Books', 'Childrens', 'Animals', 'Humor', 'Fiction', 'Storytime', 'Fantasy']"
5738,The Algebraist,Iain M. Banks,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Space', 'Speculative Fiction', 'Fantasy']"
5739,"Squire (Protector of the Small, #3)",Tamora Pierce,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'Magic', 'Adventure', 'High Fantasy']"
5740,Magnificent Obsession,Lloyd C. Douglas,"['Fiction', 'Classics', 'Romance', 'Novels', 'Religion', 'Christian Fiction', 'Literature']"
5741,"The 13½ Lives of Captain Bluebear (Zamonia, #1)",Walter Moers,"['Fantasy', 'Fiction', 'Humor', 'German Literature', 'Young Adult', 'Adventure', 'Childrens']"
5742,"Some Girls Bite (Chicagoland Vampires, #1)",Chloe Neill,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Adult']"
5743,"Tiger's Quest (The Tiger Saga, #2)",Colleen Houck,"['Fantasy', 'Young Adult', 'Romance', 'Mythology', 'Paranormal', 'Magic', 'Adventure']"
5744,The Buddha in the Attic,Julie Otsuka,"['Historical Fiction', 'Fiction', 'Japan', 'Historical', 'Asia', 'Literary Fiction', 'Japanese Literature']"
5745,Augustus,John  Williams,"['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Literature', 'Novels', 'American']"
5746,The Nazi Officer's Wife: How One Jewish Woman Survived the Holocaust,Edith Hahn Beer,"['Nonfiction', 'History', 'Holocaust', 'Memoir', 'Biography', 'World War II', 'Historical']"
5747,"The Armies of the Night: History as a Novel, the Novel as History",Norman Mailer,"['History', 'Nonfiction', 'Politics', 'Classics', 'Memoir', 'Journalism', 'Literature']"
5748,Through Time Into Healing,Brian L. Weiss,"['Spirituality', 'Nonfiction', 'Psychology', 'Self Help', 'New Age', 'Metaphysics', 'Philosophy']"
5749,Diet for a Small Planet,Frances Moore Lappé,"['Food', 'Nonfiction', 'Cookbooks', 'Health', 'Cooking', 'Environment', 'Politics']"
5750,Animalia,Graeme Base,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Art', 'Fantasy', 'Poetry']"
5751,Mr. Midshipman Hornblower,C.S. Forester,"['Historical Fiction', 'Fiction', 'Adventure', 'Classics', 'Historical', 'War', 'Military Fiction']"
5752,"The White Princess (The Plantagenet and Tudor Novels, #5)",Philippa Gregory,"['Historical Fiction', 'Historical', 'Fiction', 'British Literature', 'Romance', 'Tudor Period', 'Adult']"
5753,Intellectuals: From Marx and Tolstoy to Sartre and Chomsky,Paul  Johnson,"['History', 'Philosophy', 'Nonfiction', 'Biography', 'Politics', 'Cultural', 'Psychology']"
5754,Heat and Dust,Ruth Prawer Jhabvala,"['Fiction', 'India', 'Historical Fiction', 'Literary Fiction', 'Literature', 'Novels', 'Asia']"
5755,"Don't Overthink It: Make Easier Decisions, Stop Second-Guessing, and Bring More Joy to Your Life",Anne Bogel,"['Nonfiction', 'Self Help', 'Audiobook', 'Productivity', 'Psychology', 'Health', 'Mental Health']"
5756,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,Robert T. Kiyosaki,"['Business', 'Finance', 'Nonfiction', 'Self Help', 'Personal Finance', 'Money', 'Personal Development']"
5757,"The Indigo Spell (Bloodlines, #3)",Richelle Mead,"['Young Adult', 'Fantasy', 'Vampires', 'Paranormal', 'Romance', 'Magic', 'Urban Fantasy']"
5758,The Woman Who Wasn't There: The True Story of an Incredible Deception,Robin Gaby Fisher,"['Nonfiction', 'True Crime', 'History', 'Biography', 'Biography Memoir', 'Memoir', 'Crime']"
5759,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"['Business', 'Nonfiction', 'Management', 'Leadership', 'Self Help', 'Buisness', 'Productivity']"
5760,Pinocchio,Carlo Collodi,"['Classics', 'Fiction', 'Fantasy', 'Childrens', 'Italian Literature', 'Italy', 'Adventure']"
5761,The Code: The Five Secrets of Teen Success,Mawi Asgedom,"['Nonfiction', 'Self Help']"
5762,Your Chance to Hear the Last Panther Speak,Chase Von,[]
5763,Chasing Dreams,Aaron Jennings,"['Travel', 'Fiction']"
5764,Familiar Scars,Christy Leigh Stewart,"['Romance', 'Fiction', 'Historical Fiction', 'Historical', 'Historical Romance', 'Victorian']"
5765,"If You Deceive (MacCarrick Brothers, #3)",Kresley Cole,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Adult', 'Beauty and The Beast', 'Scotland']"
5766,The Wreckage of Agathon,John Gardner,"['Fiction', 'Historical Fiction', 'Novels', 'American', 'Philosophy', 'Literature', 'Historical']"
5767,HELP! A Bear is Eating Me!,Mykle Hansen,"['Humor', 'Fiction', 'Bizarro Fiction', 'Horror', 'Comedy', 'Contemporary', 'Literature']"
5768,Moe Howard Died For Our Sins: made-to-fit tales for the maladjusted,Dale Andrew White,[]
5769,"The Adoration of Jenna Fox (Jenna Fox Chronicles, #1)",Mary E. Pearson,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Teen', 'Fantasy', 'Mystery']"
5770,"A Girl's Guide to Guys: Meeting Them, Managing Them and All That Love Stuff",Rachel Hill,"['Relationships', 'Nonfiction']"
5771,Ordeal,Tatyana K. Varenko,"['Vampires', 'Paranormal Romance', 'Romance', 'Paranormal', 'Fantasy', 'Young Adult']"
5772,Saint Paul Trois Chateaux: 1948,C. JoyBell C.,[]
5773,"By Fire, By Water",Mitchell James Kaplan,"['Historical Fiction', 'Fiction', 'Spain', 'Historical', 'Jewish', 'Judaism', 'Religion']"
5774,On Power and Ideology: The Managua Lectures,Noam Chomsky,"['Politics', 'Nonfiction', 'Philosophy', 'History', 'Sociology', 'Essays', 'Theory']"
5775,Dutch,Jamie Christian Desplaces,[]
5776,The Seed,Fola,"['Historical', 'Fiction']"
5777,"The Dark Age (Survivors of the Pulse, #2)",Jeff W. Horton,"['Dystopia', 'Christian Fiction', 'Science Fiction', 'Christian', 'Post Apocalyptic', 'Fiction', 'Science Fiction Fantasy']"
5778,Sundial,C.F. Fruzzetti,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Science Fiction', 'Fiction', 'Adventure']"
5779,Moon Over Manifest,Clare Vanderpool,"['Historical Fiction', 'Middle Grade', 'Young Adult', 'Fiction', 'Childrens', 'Historical', 'Mystery']"
5780,"Making Waves (Lake Manawa Summers, #1)",Lorna Seilstad,"['Christian Fiction', 'Romance', 'Historical Fiction', 'Christian', 'Historical', 'Historical Romance', 'Fiction']"
5781,Mere Enchantment,Alicia Rivoli,"['Fantasy', 'Young Adult', 'Young Adult Fantasy']"
5782,The Museum of Innocence,Orhan Pamuk,"['Fiction', 'Turkish', 'Turkish Literature', 'Novels', 'Historical Fiction', 'Romance', 'Literature']"
5783,Will Work For Peace: New Political Poems,Brett Axel,['Banned Books']
5784,The First and Last Freedom,J. Krishnamurti,"['Philosophy', 'Spirituality', 'Nonfiction', 'Psychology', 'India', 'Self Help', 'Religion']"
5785,"All My Love, Detrick (All My Love, Detrick, #1)",Roberta Kagan,"['Historical Fiction', 'Romance', 'Historical', 'Fiction', 'Holocaust', 'World War II', 'Historical Romance']"
5786,Snow,Kathryn  Hewitt,['Young Adult']
5787,Sticks and Stones,Veronica Lovejoy,"['New Adult', 'Romance']"
5788,"Shadow of Darkness (Creature Kid, #1)",Rashad Freeman,"['Young Adult', 'Horror', 'Fantasy']"
5789,Where the Deer Dwell,Dorothy Gravelle,"['Time Travel', 'Romance', 'Fantasy', 'Science Fiction', 'Amazon', 'Fiction', 'Adventure']"
5790,The Adventures of Jewel Cardwell,Fumi Hancock,['Young Adult']
5791,Legacy of Rescue: A Daughter's Tribute,Marta Fuchs,"['Holocaust', 'Nonfiction']"
5792,Until Tuesday: A Wounded Warrior and the Golden Retriever Who Saved Him,Luis Carlos Montalván,"['Nonfiction', 'Animals', 'Memoir', 'Dogs', 'Biography', 'Military Fiction', 'Biography Memoir']"
5793,Some Girls Are,Courtney Summers,"['Young Adult', 'Contemporary', 'Romance', 'Realistic Fiction', 'Fiction', 'High School', 'Young Adult Contemporary']"
5794,Barriers of the New World,Barbara Rayne,"['Dystopia', 'Adult Fiction']"
5795,Mana,Asher Tensei,['Magic']
5796,Hard Wired: A Crash Course in Small College Football,Jebb A. Rebal,"['Nonfiction', 'Sports']"
5797,Cutter,T.S. Martin,[]
5798,Reverb,J. Cafesin,"['Romance', 'Fiction', 'Contemporary', 'Mystery Thriller', 'Contemporary Romance', 'Dark', 'Suspense']"
5799,Life's A Bitch!,C.P.,"['Erotica', 'Adult Fiction', 'Romance']"
5800,Logan's Run,William F. Nolan,"['Science Fiction', 'Dystopia', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Speculative Fiction']"
5801,"Progress (Progress, #1)",Amy Queau,"['Romance', 'Contemporary Romance', 'Contemporary', 'Dark', 'New Adult', 'Abuse', 'Amazon']"
5802,From Hurt to Happiness: Emotional Rescue from the Ground Up,Mike Van,"['Self Help', 'Nonfiction', 'Relationships', 'Personal Development']"
5803,"Midnight for Charlie Bone (The Children of the Red King, #1)",Jenny Nimmo,"['Fantasy', 'Young Adult', 'Middle Grade', 'Childrens', 'Fiction', 'Magic', 'Adventure']"
5804,Memoirs of a Dutiful Daughter,Simone de Beauvoir,"['Nonfiction', 'Feminism', 'Memoir', 'Biography', 'Classics', 'France', 'Philosophy']"
5805,"God, Save the Pirate",Ria Warrick,"['Christian Romance', 'Romance']"
5806,Dreaming My Animal Selves/Le Songe de Mes Ames Animales,Helene Cardona,['Poetry']
5807,The Speed of Dark,Clayton Clifford Bye,"['Horror', 'Short Stories']"
5808,"Portrait of a Protégé (Portraits, #2)",J.B. Chicoine,[]
5809,"The Secrets of Albion Falls (The Secrets Series, Volume 1)",Sass Cadeaux,[]
5810,Adventure-Pom!,Sean Dryden,"['Animals', 'Young Readers', 'Dogs', 'Adventure', 'Family', 'Childrens', 'Picture Books']"
5811,Aether Warriors (The Hidden War Series #1),Dean Ravenola,[]
5812,Danyrogof Deep,Ross Dinwiddy,[]
5813,Sorcerer's Apprentice,Tahir Shah,"['Nonfiction', 'Travel', 'India', 'Memoir', 'Adventure', 'Biography', 'Asia']"
5814,The Scorpion's Sting,J.D. Masterson,['Fiction']
5815,It Comes Natural - Understanding Natural and Integrative Medicine,Marsha Gujurati,[]
5816,Son of the Morning,Linda Howard,"['Romance', 'Time Travel', 'Romantic Suspense', 'Historical Romance', 'Historical', 'Paranormal', 'Paranormal Romance']"
5817,"Have I Told You (Black Hollywood, #1)",F.L. Jacob,"['Romance', 'New Adult', 'Contemporary', 'Erotica', 'College', 'Contemporary Romance', 'Menage']"
5818,Non Friction,Morgan Parker,"['Romance', 'Contemporary Romance', 'Contemporary', 'Humor', 'Divorce', 'Comedy']"
5819,Running with God: A discipleship guide to grow in faith and experience the power and love of God,Liz Hill-O'Shea,[]
5820,Unthinkable Consequences,Bob Rector,"['Mystery', 'Fiction', 'Suspense']"
5821,Why the World Sucks and What We Can Do About It,B. Regan Asher,[]
5822,Matter of Choice,R.M. Alexander,"['Romance', 'Contemporary', 'Contemporary Romance']"
5823,"One Piece, Volume 1: Romance Dawn (One Piece, #1)",Eiichiro Oda,"['Manga', 'Fantasy', 'Comics', 'Graphic Novels', 'Adventure', 'Fiction', 'Pirates']"
5824,"Circle of Five (Pha Yul, #1)",Jan Raymond,"['Fantasy', 'Young Adult', 'Science Fiction', 'Aliens', 'Fiction', 'Adventure', 'Paranormal']"
5825,Things Grak Hates,Peter J. Story,"['Fiction', 'Humor', 'Comedy', 'Fantasy', 'Politics', 'Literary Fiction']"
5826,Safe & Sound,T.S. Krupa,"['Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Adult Fiction']"
5827,Planet Graxpiex,Rudi Hilmanto,[]
5828,Bite Marks,C.J. Galaway,['Vampires']
5829,Plebs,Jim Goforth,"['Horror', 'Splatterpunk']"
5830,"Kiss Me Like This (The Morrisons, #1)",Bella Andre,"['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'College', 'Sports', 'Amazon']"
5831,"Ancient Truth (Line of Blood Saga, #1)",Jack Goodwind,"['Fantasy', 'Historical Fiction', 'Science Fiction', 'Fiction']"
5832,Angelwood. Kings & Queens,Hendrik Birke,['Fantasy']
5833,How We Fall,Kate Brauning,"['Young Adult', 'Contemporary', 'Mystery', 'Romance', 'Thriller', 'Fiction', 'Mystery Thriller']"
5834,The Longest Distance,David      Scott,[]
5835,Naji and the mystery of the dig,Vahid Imani,"['Fiction', 'Middle Grade']"
5836,I See You,Frantiska Oliver,"['Paranormal', 'Romance', 'Shapeshifters', 'Abuse']"
5837,The Savvy Woman's Secrets to Outwit a Cheating Man,Ellen Ames,['Self Help']
5838,"Liliana (Liliana, #1)",Neva Squires-Rodriguez,['Young Adult']
5839,Survivor's Guilt: The Secret Service and the Failure to Protect President Kennedy,Vincent Michael Palamara,"['History', 'Nonfiction', 'True Crime', 'Presidents', 'American History', 'Crime']"
5840,Into Exile,Elin Toona Gottschalk,"['Nonfiction', 'History', 'Autobiography']"
5841,"Sparks (Anya Kalinczyk, #2)",Laura Bickle,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Ghosts', 'Romance', 'Magic', 'Mystery']"
5842,Love Them Back to LIFE,Ariane Page,"['Self Help', 'Nonfiction']"
5843,Eclavarda Rising,Stephen Christiansen,[]
5844,"Sky Child (Sky Child, #1)",T.M. Brenner,['Fantasy']
5845,"Hunters of Satan's Monsters (Legend of the Rolling Calf, #1)",Horace S. Mallette,[]
5846,Melody Jackson and the House on Lafayette Street,B.M.B. Johnson,"['Fantasy', 'Young Adult', 'Paranormal']"
5847,The Seventh Simian,Gary Kurylo,[]
5848,"Les Misérables - Volume 2 (Les Misérables, #2)",Victor Hugo,"['Classics', 'Fiction', 'France', 'Historical Fiction', 'French Literature', 'Literature', 'Novels']"
5849,The Rainbow Bridge: Bridge to Inner Peace and to World Peace,Brent N. Hunter,"['Nonfiction', 'Self Help']"
5850,"Abuse (Abuse, #1)",Nikki Sex,"['Dark', 'Romance', 'Abuse', 'Erotica', 'Military Fiction', 'BDSM', 'Contemporary']"
5851,A Thousand Lies,Sharon Sala,"['Romantic Suspense', 'Romance', 'Suspense', 'Contemporary Romance', 'Paranormal', 'Contemporary', 'Fiction']"
5852,The Short Life of Sparrows,Emm Cole,"['Fantasy', 'Romance', 'Witches', 'Paranormal', 'Magic', 'Young Adult', 'Dark']"
5853,Dyslexic and Un-Stoppable: How Dyslexia Helps Us Create the Life of Our Dreams and How You Can Do It Too,Lucie M. Curtiss,[]
5854,Rei Wan The Outsider,Jim Herman,[]
5855,"Before Life Happened (Before, #1)",Isabel Curtis,"['Young Adult', 'Contemporary', 'Fiction', 'Coming Of Age', 'Realistic Fiction']"
5856,Living My Life,Emma Goldman,"['Nonfiction', 'Biography', 'Feminism', 'Politics', 'Memoir', 'History', 'Autobiography']"
5857,Where Pain Thrives,Mie Hansson,['Poetry']
5858,A Gateway to Hope,E.C. Jackson,"['Romance', 'Inspirational']"
5859,"Moonbreeze (The Dragonian, #4)",Adrienne Woods,"['Fantasy', 'Dragons', 'Young Adult', 'Romance', 'Magic', 'Paranormal', 'Paranormal Romance']"
5860,"Complicate Me (The Good Ol' Boys, #1)",M. Robinson,"['Romance', 'New Adult', 'Contemporary Romance', 'Contemporary', 'College', 'High School', 'Young Adult']"
5861,American Story: A Lifetime Search for Ordinary People Doing Extraordinary Things,Bob Dotson,"['Nonfiction', 'Journalism', 'Travel']"
5862,Pray Hard & Speak Life: Finding Hope in the Midst of: Addictions Bankruptcy Suicide Cancer,Clifton J. Powell,[]
5863,Fighting The Storm,Marcia Burns,[]
5864,How to Grow an Addict,J.A.  Wright,"['Fiction', 'Mental Health', 'Contemporary', 'Coming Of Age', 'Adult Fiction', 'Mental Illness', 'Young Adult']"
5865,The Forbidden Line,Mayank Kashyap,[]
5866,Quantos Rising,Venancio Cadle Gomani Jr.,[]
5867,Monique,Fox Emerson,[]
5868,Murphy's Path,Madeleyn Questman,[]
5869,Dawn of Procyon,Mark R. Healy,"['Science Fiction', 'Fiction', 'Aliens', 'Adventure']"
5870,"Mutantupproret 99,4% DNA",Martin J. Sallberg,"['Science Fiction', 'Dystopia']"
5871,"Secret of the Cassin's Family Curse (Castle of Mysteries, #1)",Julie-Anne Gamble,[]
5872,He Whistles for the Cricket,Gwen Walker,['Childrens']
5873,"The Very Devil, Herself!",Loren Molloy,"['Horror', 'Vampires']"
5874,"The End of the Jesus Era (An Investigation, #1)",Danail Hristov,"['Nonfiction', 'Theology', 'Religion']"
5875,Flash,Alex Hoagland,[]
5876,At First Blush,Beth Ellyn Summer,"['Contemporary', 'Young Adult', 'Romance', 'Young Adult Contemporary', 'Chick Lit', 'Humor']"
5877,How an iPhone Made Me the Youngest Billionaairee,K SARAFF,"['Business', 'Nonfiction']"
5878,Lady Thatcher's Wink,David Arscott,[]
5879,Cara's Twelve,Chantel Seabrook,"['Fantasy', 'Romance', 'Reverse Harem', 'Fiction', 'Fantasy Romance', 'Historical', 'Young Adult']"
5880,Recreant,Geffrey Kane,[]
5881,The Devil's Prayer,Luke Gracias,"['Horror', 'Historical Fiction', 'Fiction', 'Thriller', 'Mystery', 'Historical', 'Paranormal']"
5882,"The Devil's Advocate (The Wages of Sin, #1)",L.E.  Parker,"['Horror', 'Dark', 'Gothic', 'Fantasy']"
5883,Saltwater,Cathy McLennan,"['Nonfiction', 'True Crime', 'Crime', 'Biography', 'Memoir', 'Australia']"
5884,Should I Hate or Love,Kisnaa,[]
5885,Vagabonds in France,Michael  A. Barry,"['Travel', 'Adventure', 'Nonfiction', 'France']"
5886,Action Words: Journey of a Journalist,Shaune Bordere,"['Historical Fiction', 'Media Tie In', 'Christian', 'Politics', 'Inspirational', 'African American Literature', 'Novels']"
5887,Reminiscences Of A Seeker: Dark Face Of The White World,Kapil Kumar Bhaskar,"['Spirituality', 'Nonfiction']"
5888,Forty Autumns: A Family's Story of Courage and Survival on Both Sides of the Berlin Wall,Nina Willner,"['Nonfiction', 'History', 'Memoir', 'Biography', 'Germany', 'Historical', 'Biography Memoir']"
